region,district,value,month,indicator
Bay,Buur Hakaba,0.49,2017-05-01,cdi
Bay,Diinsoor,0.5,2017-05-01,cdi
Bay,Qansax Dheere,0.47,2017-05-01,cdi
Bakool,Xudur,0.43,2017-05-01,cdi
Bakool,Ceel Barde,0.36,2017-05-01,cdi
Bakool,Tayeeglow,0.43,2017-05-01,cdi
Bakool,Waajid,0.45,2017-05-01,cdi
Bakool,Rab Dhuure,0.38,2017-05-01,cdi
Lower Shabelle,Marka,0.49,2017-06-01,cdi
Lower Shabelle,Afgooye,0.47,2017-06-01,cdi
Lower Shabelle,Baraawe,0.57,2017-06-01,cdi
Lower Shabelle,Kurtunwaarey,0.51,2017-06-01,cdi
Lower Shabelle,Qoryooley,0.49,2017-06-01,cdi
Lower Shabelle,Sablaale,0.53,2017-06-01,cdi
Lower Shabelle,Wanla Weyn,0.5,2017-06-01,cdi
Bay,Baydhaba,0.55,2017-06-01,cdi
Bay,Buur Hakaba,0.5,2017-06-01,cdi
Bay,Diinsoor,0.54,2017-06-01,cdi
Bay,Qansax Dheere,0.52,2017-06-01,cdi
Bakool,Xudur,0.43,2017-06-01,cdi
Bakool,Ceel Barde,0.37,2017-06-01,cdi
Bakool,Tayeeglow,0.43,2017-06-01,cdi
Bakool,Waajid,0.45,2017-06-01,cdi
Bakool,Rab Dhuure,0.42,2017-06-01,cdi
Lower Shabelle,Marka,0.48,2017-07-01,cdi
Lower Shabelle,Afgooye,0.46,2017-07-01,cdi
Lower Shabelle,Baraawe,0.55,2017-07-01,cdi
Lower Shabelle,Kurtunwaarey,0.5,2017-07-01,cdi
Lower Shabelle,Qoryooley,0.47,2017-07-01,cdi
Lower Shabelle,Sablaale,0.52,2017-07-01,cdi
Lower Shabelle,Wanla Weyn,0.49,2017-07-01,cdi
Bay,Baydhaba,0.58,2017-07-01,cdi
Bay,Buur Hakaba,0.49,2017-07-01,cdi
Bay,Diinsoor,0.58,2017-07-01,cdi
Bay,Qansax Dheere,0.58,2017-07-01,cdi
Bakool,Xudur,0.42,2017-07-01,cdi
Bakool,Ceel Barde,0.42,2017-07-01,cdi
Bakool,Tayeeglow,0.42,2017-07-01,cdi
Bakool,Waajid,0.45,2017-07-01,cdi
Bakool,Rab Dhuure,0.46,2017-07-01,cdi
Lower Shabelle,Marka,0.5,2017-08-01,cdi
Lower Shabelle,Afgooye,0.48,2017-08-01,cdi
Lower Shabelle,Baraawe,0.73,2017-08-01,cdi
Lower Shabelle,Kurtunwaarey,0.51,2017-08-01,cdi
Lower Shabelle,Qoryooley,0.47,2017-08-01,cdi
Lower Shabelle,Sablaale,0.69,2017-08-01,cdi
Lower Shabelle,Wanla Weyn,0.75,2017-08-01,cdi
Bay,Baydhaba,0.61,2017-08-01,cdi
Bay,Buur Hakaba,0.68,2017-08-01,cdi
Bay,Diinsoor,0.62,2017-08-01,cdi
Bay,Qansax Dheere,0.75,2017-08-01,cdi
Bakool,Xudur,0.63,2017-08-01,cdi
Bakool,Ceel Barde,0.49,2017-08-01,cdi
Bakool,Tayeeglow,0.5,2017-08-01,cdi
Bakool,Waajid,0.7,2017-08-01,cdi
Bakool,Rab Dhuure,0.66,2017-08-01,cdi
Lower Shabelle,Marka,0.5,2017-09-01,cdi
Lower Shabelle,Afgooye,0.48,2017-09-01,cdi
Lower Shabelle,Baraawe,0.83,2017-09-01,cdi
Lower Shabelle,Kurtunwaarey,0.51,2017-09-01,cdi
Lower Shabelle,Qoryooley,0.48,2017-09-01,cdi
Lower Shabelle,Sablaale,0.81,2017-09-01,cdi
Lower Shabelle,Wanla Weyn,0.97,2017-09-01,cdi
Bay,Baydhaba,0.65,2017-09-01,cdi
Bay,Buur Hakaba,0.85,2017-09-01,cdi
Bay,Diinsoor,0.63,2017-09-01,cdi
Bay,Qansax Dheere,0.91,2017-09-01,cdi
Bakool,Xudur,0.81,2017-09-01,cdi
Bakool,Ceel Barde,0.54,2017-09-01,cdi
Bakool,Tayeeglow,0.6,2017-09-01,cdi
Bakool,Waajid,0.86,2017-09-01,cdi
Bakool,Rab Dhuure,0.73,2017-09-01,cdi
Lower Shabelle,Marka,0.44,2017-10-01,cdi
Lower Shabelle,Afgooye,0.39,2017-10-01,cdi
Lower Shabelle,Baraawe,0.59,2017-10-01,cdi
Lower Shabelle,Kurtunwaarey,0.4,2017-10-01,cdi
Lower Shabelle,Qoryooley,0.37,2017-10-01,cdi
Lower Shabelle,Sablaale,0.53,2017-10-01,cdi
Lower Shabelle,Wanla Weyn,0.65,2017-10-01,cdi
Bay,Baydhaba,0.55,2017-10-01,cdi
Bay,Buur Hakaba,0.63,2017-10-01,cdi
Bay,Diinsoor,0.45,2017-10-01,cdi
Bay,Qansax Dheere,0.66,2017-10-01,cdi
Bakool,Xudur,0.77,2017-10-01,cdi
Bakool,Ceel Barde,0.64,2017-10-01,cdi
Bakool,Tayeeglow,0.6,2017-10-01,cdi
Bakool,Waajid,0.87,2017-10-01,cdi
Bakool,Rab Dhuure,0.83,2017-10-01,cdi
Lower Shabelle,Marka,0.67,2017-11-01,cdi
Lower Shabelle,Afgooye,0.57,2017-11-01,cdi
Lower Shabelle,Baraawe,0.68,2017-11-01,cdi
Lower Shabelle,Kurtunwaarey,0.6,2017-11-01,cdi
Lower Shabelle,Qoryooley,0.56,2017-11-01,cdi
Lower Shabelle,Sablaale,0.63,2017-11-01,cdi
Lower Shabelle,Wanla Weyn,0.66,2017-11-01,cdi
Bay,Baydhaba,0.71,2017-11-01,cdi
Bay,Buur Hakaba,0.74,2017-11-01,cdi
Bay,Diinsoor,0.56,2017-11-01,cdi
Bay,Qansax Dheere,0.73,2017-11-01,cdi
Bakool,Xudur,0.86,2017-11-01,cdi
Bakool,Ceel Barde,0.86,2017-11-01,cdi
Bakool,Tayeeglow,0.79,2017-11-01,cdi
Bakool,Waajid,0.95,2017-11-01,cdi
Bakool,Rab Dhuure,0.95,2017-11-01,cdi
Lower Shabelle,Marka,0.8,2017-12-01,cdi
Lower Shabelle,Afgooye,0.66,2017-12-01,cdi
Lower Shabelle,Baraawe,0.8,2017-12-01,cdi
Lower Shabelle,Kurtunwaarey,0.67,2017-12-01,cdi
Lower Shabelle,Qoryooley,0.64,2017-12-01,cdi
Lower Shabelle,Sablaale,0.69,2017-12-01,cdi
Lower Shabelle,Wanla Weyn,0.76,2017-12-01,cdi
Bay,Baydhaba,0.82,2017-12-01,cdi
Bay,Buur Hakaba,0.72,2017-12-01,cdi
Bay,Diinsoor,0.6,2017-12-01,cdi
Bay,Qansax Dheere,0.73,2017-12-01,cdi
Bakool,Xudur,0.97,2017-12-01,cdi
Bakool,Ceel Barde,0.94,2017-12-01,cdi
Bakool,Tayeeglow,0.84,2017-12-01,cdi
Bakool,Waajid,1.05,2017-12-01,cdi
Bakool,Rab Dhuure,1.02,2017-12-01,cdi
Lower Shabelle,Marka,0.89,2018-01-01,cdi
Lower Shabelle,Afgooye,0.73,2018-01-01,cdi
Lower Shabelle,Baraawe,0.88,2018-01-01,cdi
Lower Shabelle,Kurtunwaarey,0.67,2018-01-01,cdi
Lower Shabelle,Qoryooley,0.63,2018-01-01,cdi
Lower Shabelle,Sablaale,0.66,2018-01-01,cdi
Lower Shabelle,Wanla Weyn,0.81,2018-01-01,cdi
Bay,Baydhaba,0.84,2018-01-01,cdi
Bay,Buur Hakaba,0.74,2018-01-01,cdi
Bay,Diinsoor,0.58,2018-01-01,cdi
Bay,Qansax Dheere,0.75,2018-01-01,cdi
Bakool,Xudur,0.93,2018-01-01,cdi
Bakool,Ceel Barde,0.98,2018-01-01,cdi
Bakool,Tayeeglow,0.9,2018-01-01,cdi
Bakool,Waajid,1.09,2018-01-01,cdi
Bakool,Rab Dhuure,1.04,2018-01-01,cdi
Lower Shabelle,Marka,0.79,2018-02-01,cdi
Lower Shabelle,Afgooye,0.64,2018-02-01,cdi
Lower Shabelle,Baraawe,0.75,2018-02-01,cdi
Lower Shabelle,Kurtunwaarey,0.54,2018-02-01,cdi
Lower Shabelle,Qoryooley,0.53,2018-02-01,cdi
Lower Shabelle,Sablaale,0.52,2018-02-01,cdi
Lower Shabelle,Wanla Weyn,0.71,2018-02-01,cdi
Bay,Baydhaba,0.72,2018-02-01,cdi
Bay,Buur Hakaba,0.64,2018-02-01,cdi
Bay,Diinsoor,0.46,2018-02-01,cdi
Bay,Qansax Dheere,0.66,2018-02-01,cdi
Bakool,Xudur,0.71,2018-02-01,cdi
Bakool,Ceel Barde,0.88,2018-02-01,cdi
Bakool,Tayeeglow,0.82,2018-02-01,cdi
Bakool,Waajid,0.9,2018-02-01,cdi
Bakool,Rab Dhuure,0.86,2018-02-01,cdi
Lower Shabelle,Marka,1.07,2018-03-01,cdi
Lower Shabelle,Afgooye,0.87,2018-03-01,cdi
Lower Shabelle,Baraawe,0.76,2018-03-01,cdi
Lower Shabelle,Kurtunwaarey,0.57,2018-03-01,cdi
Lower Shabelle,Qoryooley,0.77,2018-03-01,cdi
Lower Shabelle,Sablaale,0.56,2018-03-01,cdi
Lower Shabelle,Wanla Weyn,0.95,2018-03-01,cdi
Bay,Baydhaba,0.95,2018-03-01,cdi
Bay,Buur Hakaba,0.85,2018-03-01,cdi
Bay,Diinsoor,0.53,2018-03-01,cdi
Bay,Qansax Dheere,0.67,2018-03-01,cdi
Bakool,Xudur,1.05,2018-03-01,cdi
Bakool,Ceel Barde,0.91,2018-03-01,cdi
Bakool,Tayeeglow,1.15,2018-03-01,cdi
Bakool,Waajid,1.25,2018-03-01,cdi
Bakool,Rab Dhuure,0.96,2018-03-01,cdi
Lower Shabelle,Marka,1.88,2018-04-01,cdi
Lower Shabelle,Afgooye,1.66,2018-04-01,cdi
Lower Shabelle,Baraawe,1.45,2018-04-01,cdi
Lower Shabelle,Kurtunwaarey,1.41,2018-04-01,cdi
Lower Shabelle,Qoryooley,1.63,2018-04-01,cdi
Lower Shabelle,Sablaale,1.28,2018-04-01,cdi
Lower Shabelle,Wanla Weyn,1.89,2018-04-01,cdi
Bay,Baydhaba,1.77,2018-04-01,cdi
Bay,Buur Hakaba,1.7,2018-04-01,cdi
Bay,Diinsoor,1.29,2018-04-01,cdi
Bay,Qansax Dheere,1.37,2018-04-01,cdi
Bakool,Xudur,2.03,2018-04-01,cdi
Bakool,Ceel Barde,1.86,2018-04-01,cdi
Bakool,Tayeeglow,2.03,2018-04-01,cdi
Bakool,Waajid,1.89,2018-04-01,cdi
Bakool,Rab Dhuure,1.51,2018-04-01,cdi
Lower Shabelle,Marka,2.4,2018-05-01,cdi
Lower Shabelle,Afgooye,2.28,2018-05-01,cdi
Lower Shabelle,Baraawe,2.23,2018-05-01,cdi
Lower Shabelle,Kurtunwaarey,2.04,2018-05-01,cdi
Lower Shabelle,Qoryooley,2.23,2018-05-01,cdi
Lower Shabelle,Sablaale,1.91,2018-05-01,cdi
Lower Shabelle,Wanla Weyn,2.36,2018-05-01,cdi
Bay,Baydhaba,2.23,2018-05-01,cdi
Bay,Buur Hakaba,2.22,2018-05-01,cdi
Bay,Diinsoor,1.8,2018-05-01,cdi
Bay,Qansax Dheere,1.76,2018-05-01,cdi
Bakool,Xudur,2.51,2018-05-01,cdi
Bakool,Ceel Barde,2.27,2018-05-01,cdi
Bakool,Tayeeglow,2.26,2018-05-01,cdi
Bakool,Waajid,2.28,2018-05-01,cdi
Bakool,Rab Dhuure,1.99,2018-05-01,cdi
Lower Shabelle,Marka,2.07,2018-06-01,cdi
Lower Shabelle,Afgooye,2.01,2018-06-01,cdi
Lower Shabelle,Baraawe,2.23,2018-06-01,cdi
Lower Shabelle,Kurtunwaarey,2.06,2018-06-01,cdi
Lower Shabelle,Qoryooley,2.02,2018-06-01,cdi
Lower Shabelle,Sablaale,1.95,2018-06-01,cdi
Lower Shabelle,Wanla Weyn,2.08,2018-06-01,cdi
Bay,Baydhaba,2.03,2018-06-01,cdi
Bay,Buur Hakaba,1.99,2018-06-01,cdi
Bay,Diinsoor,1.8,2018-06-01,cdi
Bay,Qansax Dheere,1.8,2018-06-01,cdi
Bakool,Xudur,2.51,2018-06-01,cdi
Bakool,Ceel Barde,2.53,2018-06-01,cdi
Bakool,Tayeeglow,2.04,2018-06-01,cdi
Bakool,Waajid,2.37,2018-06-01,cdi
Bakool,Rab Dhuure,2.01,2018-06-01,cdi
Lower Shabelle,Marka,1.67,2018-07-01,cdi
Lower Shabelle,Afgooye,1.98,2018-07-01,cdi
Lower Shabelle,Baraawe,1.8,2018-07-01,cdi
Lower Shabelle,Kurtunwaarey,1.76,2018-07-01,cdi
Lower Shabelle,Qoryooley,1.96,2018-07-01,cdi
Lower Shabelle,Sablaale,1.97,2018-07-01,cdi
Lower Shabelle,Wanla Weyn,2.0,2018-07-01,cdi
Bay,Baydhaba,2.05,2018-07-01,cdi
Bay,Buur Hakaba,1.98,2018-07-01,cdi
Bay,Diinsoor,1.75,2018-07-01,cdi
Bay,Qansax Dheere,1.8,2018-07-01,cdi
Bakool,Xudur,2.18,2018-07-01,cdi
Bakool,Ceel Barde,2.26,2018-07-01,cdi
Bakool,Tayeeglow,2.09,2018-07-01,cdi
Bakool,Waajid,2.45,2018-07-01,cdi
Bakool,Rab Dhuure,1.72,2018-07-01,cdi
Lower Shabelle,Marka,1.22,2018-08-01,cdi
Lower Shabelle,Afgooye,1.9,2018-08-01,cdi
Lower Shabelle,Baraawe,1.17,2018-08-01,cdi
Lower Shabelle,Kurtunwaarey,1.3,2018-08-01,cdi
Lower Shabelle,Qoryooley,1.85,2018-08-01,cdi
Lower Shabelle,Sablaale,1.88,2018-08-01,cdi
Lower Shabelle,Wanla Weyn,1.92,2018-08-01,cdi
Bay,Baydhaba,2.0,2018-08-01,cdi
Bay,Buur Hakaba,1.92,2018-08-01,cdi
Bay,Diinsoor,1.79,2018-08-01,cdi
Bay,Qansax Dheere,1.71,2018-08-01,cdi
Bakool,Xudur,1.69,2018-08-01,cdi
Bakool,Ceel Barde,1.81,2018-08-01,cdi
Bakool,Tayeeglow,2.0,2018-08-01,cdi
Bakool,Waajid,2.04,2018-08-01,cdi
Bakool,Rab Dhuure,1.27,2018-08-01,cdi
Lower Shabelle,Marka,1.2,2018-09-01,cdi
Lower Shabelle,Afgooye,1.52,2018-09-01,cdi
Lower Shabelle,Baraawe,1.04,2018-09-01,cdi
Lower Shabelle,Kurtunwaarey,1.22,2018-09-01,cdi
Lower Shabelle,Qoryooley,1.53,2018-09-01,cdi
Lower Shabelle,Sablaale,1.52,2018-09-01,cdi
Lower Shabelle,Wanla Weyn,1.57,2018-09-01,cdi
Bay,Baydhaba,2.0,2018-09-01,cdi
Bay,Buur Hakaba,1.87,2018-09-01,cdi
Bay,Diinsoor,1.85,2018-09-01,cdi
Bay,Qansax Dheere,1.47,2018-09-01,cdi
Bakool,Xudur,1.69,2018-09-01,cdi
Bakool,Ceel Barde,1.79,2018-09-01,cdi
Bakool,Tayeeglow,1.89,2018-09-01,cdi
Bakool,Waajid,1.92,2018-09-01,cdi
Bakool,Rab Dhuure,1.65,2018-09-01,cdi
Lower Shabelle,Marka,0.83,2018-10-01,cdi
Lower Shabelle,Afgooye,0.82,2018-10-01,cdi
Lower Shabelle,Baraawe,0.81,2018-10-01,cdi
Lower Shabelle,Kurtunwaarey,0.79,2018-10-01,cdi
Lower Shabelle,Qoryooley,0.77,2018-10-01,cdi
Lower Shabelle,Sablaale,0.83,2018-10-01,cdi
Lower Shabelle,Wanla Weyn,0.75,2018-10-01,cdi
Bay,Baydhaba,1.28,2018-10-01,cdi
Bay,Buur Hakaba,1.12,2018-10-01,cdi
Bay,Diinsoor,1.1,2018-10-01,cdi
Bay,Qansax Dheere,0.65,2018-10-01,cdi
Bakool,Xudur,1.43,2018-10-01,cdi
Bakool,Ceel Barde,1.41,2018-10-01,cdi
Bakool,Tayeeglow,1.3,2018-10-01,cdi
Bakool,Waajid,1.52,2018-10-01,cdi
Bakool,Rab Dhuure,1.49,2018-10-01,cdi
Lower Shabelle,Marka,0.38,2018-11-01,cdi
Lower Shabelle,Afgooye,0.48,2018-11-01,cdi
Lower Shabelle,Baraawe,0.28,2018-11-01,cdi
Lower Shabelle,Kurtunwaarey,0.35,2018-11-01,cdi
Lower Shabelle,Qoryooley,0.38,2018-11-01,cdi
Lower Shabelle,Sablaale,0.37,2018-11-01,cdi
Lower Shabelle,Wanla Weyn,0.48,2018-11-01,cdi
Bay,Baydhaba,0.69,2018-11-01,cdi
Bay,Buur Hakaba,0.58,2018-11-01,cdi
Bay,Diinsoor,0.83,2018-11-01,cdi
Bay,Qansax Dheere,0.44,2018-11-01,cdi
Bakool,Xudur,0.94,2018-11-01,cdi
Bakool,Ceel Barde,0.84,2018-11-01,cdi
Bakool,Tayeeglow,0.85,2018-11-01,cdi
Bakool,Waajid,0.97,2018-11-01,cdi
Bakool,Rab Dhuure,0.76,2018-11-01,cdi
Lower Shabelle,Marka,0.45,2018-12-01,cdi
Lower Shabelle,Afgooye,0.66,2018-12-01,cdi
Lower Shabelle,Baraawe,0.28,2018-12-01,cdi
Lower Shabelle,Kurtunwaarey,0.45,2018-12-01,cdi
Lower Shabelle,Qoryooley,0.51,2018-12-01,cdi
Lower Shabelle,Sablaale,0.47,2018-12-01,cdi
Lower Shabelle,Wanla Weyn,0.72,2018-12-01,cdi
Bay,Baydhaba,0.79,2018-12-01,cdi
Bay,Buur Hakaba,0.67,2018-12-01,cdi
Bay,Diinsoor,0.97,2018-12-01,cdi
Bay,Qansax Dheere,0.74,2018-12-01,cdi
Bakool,Xudur,0.81,2018-12-01,cdi
Bakool,Ceel Barde,0.66,2018-12-01,cdi
Bakool,Tayeeglow,0.91,2018-12-01,cdi
Bakool,Waajid,0.81,2018-12-01,cdi
Bakool,Rab Dhuure,0.58,2018-12-01,cdi
Lower Shabelle,Marka,0.52,2019-01-01,cdi
Lower Shabelle,Afgooye,0.85,2019-01-01,cdi
Lower Shabelle,Baraawe,0.29,2019-01-01,cdi
Lower Shabelle,Kurtunwaarey,0.52,2019-01-01,cdi
Lower Shabelle,Qoryooley,0.6,2019-01-01,cdi
Lower Shabelle,Sablaale,0.53,2019-01-01,cdi
Lower Shabelle,Wanla Weyn,0.94,2019-01-01,cdi
Bay,Baydhaba,0.97,2019-01-01,cdi
Bay,Buur Hakaba,0.84,2019-01-01,cdi
Bay,Diinsoor,1.09,2019-01-01,cdi
Bay,Qansax Dheere,0.96,2019-01-01,cdi
Bakool,Xudur,0.87,2019-01-01,cdi
Bakool,Ceel Barde,0.72,2019-01-01,cdi
Bakool,Tayeeglow,0.97,2019-01-01,cdi
Bakool,Waajid,0.67,2019-01-01,cdi
Bakool,Rab Dhuure,0.64,2019-01-01,cdi
Lower Shabelle,Marka,0.53,2019-02-01,cdi
Lower Shabelle,Afgooye,0.84,2019-02-01,cdi
Lower Shabelle,Baraawe,0.33,2019-02-01,cdi
Lower Shabelle,Kurtunwaarey,0.62,2019-02-01,cdi
Lower Shabelle,Qoryooley,0.59,2019-02-01,cdi
Lower Shabelle,Sablaale,0.52,2019-02-01,cdi
Lower Shabelle,Wanla Weyn,0.86,2019-02-01,cdi
Bay,Baydhaba,0.85,2019-02-01,cdi
Bay,Buur Hakaba,0.75,2019-02-01,cdi
Bay,Diinsoor,1.0,2019-02-01,cdi
Bay,Qansax Dheere,0.91,2019-02-01,cdi
Bakool,Xudur,0.88,2019-02-01,cdi
Bakool,Ceel Barde,0.75,2019-02-01,cdi
Bakool,Tayeeglow,0.92,2019-02-01,cdi
Bakool,Waajid,0.73,2019-02-01,cdi
Bakool,Rab Dhuure,0.71,2019-02-01,cdi
Lower Shabelle,Marka,0.77,2019-03-01,cdi
Lower Shabelle,Afgooye,1.0,2019-03-01,cdi
Lower Shabelle,Baraawe,0.59,2019-03-01,cdi
Lower Shabelle,Kurtunwaarey,0.78,2019-03-01,cdi
Lower Shabelle,Qoryooley,0.72,2019-03-01,cdi
Lower Shabelle,Sablaale,0.66,2019-03-01,cdi
Lower Shabelle,Wanla Weyn,0.82,2019-03-01,cdi
Bay,Baydhaba,0.55,2019-03-01,cdi
Bay,Buur Hakaba,0.68,2019-03-01,cdi
Bay,Diinsoor,0.94,2019-03-01,cdi
Bay,Qansax Dheere,0.68,2019-03-01,cdi
Bakool,Xudur,0.62,2019-03-01,cdi
Bakool,Ceel Barde,0.55,2019-03-01,cdi
Bakool,Tayeeglow,0.6,2019-03-01,cdi
Bakool,Waajid,0.61,2019-03-01,cdi
Bakool,Rab Dhuure,0.55,2019-03-01,cdi
Lower Shabelle,Marka,0.67,2019-04-01,cdi
Lower Shabelle,Afgooye,0.81,2019-04-01,cdi
Lower Shabelle,Baraawe,0.49,2019-04-01,cdi
Lower Shabelle,Kurtunwaarey,0.78,2019-04-01,cdi
Lower Shabelle,Qoryooley,0.77,2019-04-01,cdi
Lower Shabelle,Sablaale,0.84,2019-04-01,cdi
Lower Shabelle,Wanla Weyn,0.67,2019-04-01,cdi
Bay,Baydhaba,0.48,2019-04-01,cdi
Bay,Buur Hakaba,0.74,2019-04-01,cdi
Bay,Diinsoor,1.03,2019-04-01,cdi
Bay,Qansax Dheere,0.6,2019-04-01,cdi
Bakool,Xudur,0.45,2019-04-01,cdi
Bakool,Ceel Barde,0.4,2019-04-01,cdi
Bakool,Tayeeglow,0.44,2019-04-01,cdi
Bakool,Waajid,0.52,2019-04-01,cdi
Bakool,Rab Dhuure,0.73,2019-04-01,cdi
Lower Shabelle,Marka,0.63,2019-05-01,cdi
Lower Shabelle,Afgooye,1.05,2019-05-01,cdi
Lower Shabelle,Baraawe,1.1,2019-05-01,cdi
Lower Shabelle,Kurtunwaarey,1.21,2019-05-01,cdi
Lower Shabelle,Qoryooley,1.11,2019-05-01,cdi
Lower Shabelle,Sablaale,1.36,2019-05-01,cdi
Lower Shabelle,Wanla Weyn,1.0,2019-05-01,cdi
Bay,Baydhaba,1.04,2019-05-01,cdi
Bay,Buur Hakaba,1.17,2019-05-01,cdi
Bay,Diinsoor,1.37,2019-05-01,cdi
Bay,Qansax Dheere,1.13,2019-05-01,cdi
Bakool,Xudur,1.15,2019-05-01,cdi
Bakool,Ceel Barde,1.1,2019-05-01,cdi
Bakool,Tayeeglow,0.99,2019-05-01,cdi
Bakool,Waajid,1.22,2019-05-01,cdi
Bakool,Rab Dhuure,1.53,2019-05-01,cdi
Lower Shabelle,Marka,0.44,2019-06-01,cdi
Lower Shabelle,Afgooye,1.02,2019-06-01,cdi
Lower Shabelle,Baraawe,1.04,2019-06-01,cdi
Lower Shabelle,Kurtunwaarey,1.08,2019-06-01,cdi
Lower Shabelle,Qoryooley,0.97,2019-06-01,cdi
Lower Shabelle,Sablaale,1.24,2019-06-01,cdi
Lower Shabelle,Wanla Weyn,1.0,2019-06-01,cdi
Bay,Baydhaba,1.22,2019-06-01,cdi
Bay,Buur Hakaba,1.16,2019-06-01,cdi
Bay,Diinsoor,1.21,2019-06-01,cdi
Bay,Qansax Dheere,1.15,2019-06-01,cdi
Bakool,Xudur,1.38,2019-06-01,cdi
Bakool,Ceel Barde,1.31,2019-06-01,cdi
Bakool,Tayeeglow,1.22,2019-06-01,cdi
Bakool,Waajid,1.51,2019-06-01,cdi
Bakool,Rab Dhuure,1.8,2019-06-01,cdi
Lower Shabelle,Marka,0.7,2019-07-01,cdi
Lower Shabelle,Afgooye,1.17,2019-07-01,cdi
Lower Shabelle,Baraawe,1.16,2019-07-01,cdi
Lower Shabelle,Kurtunwaarey,1.14,2019-07-01,cdi
Lower Shabelle,Qoryooley,1.08,2019-07-01,cdi
Lower Shabelle,Sablaale,1.26,2019-07-01,cdi
Lower Shabelle,Wanla Weyn,1.28,2019-07-01,cdi
Bay,Baydhaba,1.47,2019-07-01,cdi
Bay,Buur Hakaba,1.4,2019-07-01,cdi
Bay,Diinsoor,1.27,2019-07-01,cdi
Bay,Qansax Dheere,1.2,2019-07-01,cdi
Bakool,Xudur,1.66,2019-07-01,cdi
Bakool,Ceel Barde,1.47,2019-07-01,cdi
Bakool,Tayeeglow,1.73,2019-07-01,cdi
Bakool,Waajid,1.7,2019-07-01,cdi
Bakool,Rab Dhuure,1.69,2019-07-01,cdi
Lower Shabelle,Marka,0.97,2019-08-01,cdi
Lower Shabelle,Afgooye,1.19,2019-08-01,cdi
Lower Shabelle,Baraawe,1.18,2019-08-01,cdi
Lower Shabelle,Kurtunwaarey,1.18,2019-08-01,cdi
Lower Shabelle,Qoryooley,1.2,2019-08-01,cdi
Lower Shabelle,Sablaale,1.3,2019-08-01,cdi
Lower Shabelle,Wanla Weyn,1.36,2019-08-01,cdi
Bay,Baydhaba,1.58,2019-08-01,cdi
Bay,Buur Hakaba,1.51,2019-08-01,cdi
Bay,Diinsoor,1.41,2019-08-01,cdi
Bay,Qansax Dheere,1.23,2019-08-01,cdi
Bakool,Xudur,1.67,2019-08-01,cdi
Bakool,Ceel Barde,1.49,2019-08-01,cdi
Bakool,Tayeeglow,1.78,2019-08-01,cdi
Bakool,Waajid,1.6,2019-08-01,cdi
Bakool,Rab Dhuure,1.34,2019-08-01,cdi
Lower Shabelle,Marka,0.85,2019-09-01,cdi
Lower Shabelle,Afgooye,1.07,2019-09-01,cdi
Lower Shabelle,Baraawe,1.28,2019-09-01,cdi
Lower Shabelle,Kurtunwaarey,1.35,2019-09-01,cdi
Lower Shabelle,Qoryooley,1.27,2019-09-01,cdi
Lower Shabelle,Sablaale,1.45,2019-09-01,cdi
Lower Shabelle,Wanla Weyn,1.17,2019-09-01,cdi
Bay,Baydhaba,1.37,2019-09-01,cdi
Bay,Buur Hakaba,1.38,2019-09-01,cdi
Bay,Diinsoor,1.62,2019-09-01,cdi
Bay,Qansax Dheere,1.27,2019-09-01,cdi
Bakool,Xudur,1.97,2019-09-01,cdi
Bakool,Ceel Barde,1.56,2019-09-01,cdi
Bakool,Tayeeglow,1.52,2019-09-01,cdi
Bakool,Waajid,1.59,2019-09-01,cdi
Bakool,Rab Dhuure,1.44,2019-09-01,cdi
Lower Shabelle,Marka,1.25,2019-10-01,cdi
Lower Shabelle,Afgooye,1.93,2019-10-01,cdi
Lower Shabelle,Baraawe,2.23,2019-10-01,cdi
