region,district,value,month,indicator
Lower Shabelle,Kurtunwaarey,2.48,2019-10-01,cdi
Lower Shabelle,Qoryooley,2.24,2019-10-01,cdi
Lower Shabelle,Sablaale,2.65,2019-10-01,cdi
Lower Shabelle,Wanla Weyn,2.11,2019-10-01,cdi
Bay,Baydhaba,2.79,2019-10-01,cdi
Bay,Buur Hakaba,2.41,2019-10-01,cdi
Bay,Diinsoor,2.99,2019-10-01,cdi
Bay,Qansax Dheere,2.97,2019-10-01,cdi
Bakool,Xudur,3.42,2019-10-01,cdi
Bakool,Ceel Barde,2.93,2019-10-01,cdi
Bakool,Tayeeglow,2.29,2019-10-01,cdi
Bakool,Waajid,3.34,2019-10-01,cdi
Bakool,Rab Dhuure,3.55,2019-10-01,cdi
Lower Shabelle,Marka,1.55,2019-11-01,cdi
Lower Shabelle,Afgooye,2.08,2019-11-01,cdi
Lower Shabelle,Baraawe,1.82,2019-11-01,cdi
Lower Shabelle,Kurtunwaarey,2.12,2019-11-01,cdi
Lower Shabelle,Qoryooley,2.12,2019-11-01,cdi
Lower Shabelle,Sablaale,2.29,2019-11-01,cdi
Lower Shabelle,Wanla Weyn,1.95,2019-11-01,cdi
Bay,Baydhaba,2.42,2019-11-01,cdi
Bay,Buur Hakaba,2.11,2019-11-01,cdi
Bay,Diinsoor,2.53,2019-11-01,cdi
Bay,Qansax Dheere,2.46,2019-11-01,cdi
Bakool,Xudur,3.2,2019-11-01,cdi
Bakool,Ceel Barde,2.83,2019-11-01,cdi
Bakool,Tayeeglow,2.14,2019-11-01,cdi
Bakool,Waajid,3.28,2019-11-01,cdi
Bakool,Rab Dhuure,3.49,2019-11-01,cdi
Lower Shabelle,Marka,1.94,2019-12-01,cdi
Lower Shabelle,Afgooye,2.52,2019-12-01,cdi
Lower Shabelle,Baraawe,1.99,2019-12-01,cdi
Lower Shabelle,Kurtunwaarey,2.2,2019-12-01,cdi
Lower Shabelle,Qoryooley,2.32,2019-12-01,cdi
Lower Shabelle,Sablaale,2.39,2019-12-01,cdi
Lower Shabelle,Wanla Weyn,2.0,2019-12-01,cdi
Bay,Baydhaba,2.47,2019-12-01,cdi
Bay,Buur Hakaba,2.11,2019-12-01,cdi
Bay,Diinsoor,2.26,2019-12-01,cdi
Bay,Qansax Dheere,2.42,2019-12-01,cdi
Bakool,Xudur,2.92,2019-12-01,cdi
Bakool,Ceel Barde,3.23,2019-12-01,cdi
Bakool,Tayeeglow,2.41,2019-12-01,cdi
Bakool,Waajid,2.91,2019-12-01,cdi
Bakool,Rab Dhuure,3.04,2019-12-01,cdi
Lower Shabelle,Marka,2.0,2020-01-01,cdi
Lower Shabelle,Afgooye,2.54,2020-01-01,cdi
Lower Shabelle,Baraawe,1.97,2020-01-01,cdi
Lower Shabelle,Kurtunwaarey,2.22,2020-01-01,cdi
Lower Shabelle,Qoryooley,2.32,2020-01-01,cdi
Lower Shabelle,Sablaale,2.65,2020-01-01,cdi
Lower Shabelle,Wanla Weyn,1.88,2020-01-01,cdi
Bay,Baydhaba,2.24,2020-01-01,cdi
Bay,Buur Hakaba,1.94,2020-01-01,cdi
Bay,Diinsoor,2.1,2020-01-01,cdi
Bay,Qansax Dheere,2.21,2020-01-01,cdi
Bakool,Xudur,2.61,2020-01-01,cdi
Bakool,Ceel Barde,3.19,2020-01-01,cdi
Bakool,Tayeeglow,2.15,2020-01-01,cdi
Bakool,Waajid,2.74,2020-01-01,cdi
Bakool,Rab Dhuure,2.86,2020-01-01,cdi
Lower Shabelle,Marka,2.13,2020-02-01,cdi
Lower Shabelle,Afgooye,2.85,2020-02-01,cdi
Lower Shabelle,Baraawe,1.81,2020-02-01,cdi
Lower Shabelle,Kurtunwaarey,2.15,2020-02-01,cdi
Lower Shabelle,Qoryooley,2.56,2020-02-01,cdi
Lower Shabelle,Sablaale,2.58,2020-02-01,cdi
Lower Shabelle,Wanla Weyn,1.56,2020-02-01,cdi
Bay,Baydhaba,1.73,2020-02-01,cdi
Bay,Buur Hakaba,1.53,2020-02-01,cdi
Bay,Diinsoor,2.21,2020-02-01,cdi
Bay,Qansax Dheere,2.36,2020-02-01,cdi
Bakool,Xudur,2.09,2020-02-01,cdi
Bakool,Ceel Barde,3.06,2020-02-01,cdi
Bakool,Tayeeglow,2.09,2020-02-01,cdi
Bakool,Waajid,2.31,2020-02-01,cdi
Bakool,Rab Dhuure,2.47,2020-02-01,cdi
Lower Shabelle,Marka,2.99,2020-03-01,cdi
Lower Shabelle,Afgooye,3.23,2020-03-01,cdi
Lower Shabelle,Baraawe,2.67,2020-03-01,cdi
Lower Shabelle,Kurtunwaarey,2.61,2020-03-01,cdi
Lower Shabelle,Qoryooley,2.94,2020-03-01,cdi
Lower Shabelle,Sablaale,3.19,2020-03-01,cdi
Lower Shabelle,Wanla Weyn,2.35,2020-03-01,cdi
Bay,Baydhaba,2.66,2020-03-01,cdi
Bay,Buur Hakaba,2.33,2020-03-01,cdi
Bay,Diinsoor,3.02,2020-03-01,cdi
Bay,Qansax Dheere,3.16,2020-03-01,cdi
Bakool,Xudur,3.2,2020-03-01,cdi
Bakool,Ceel Barde,4.25,2020-03-01,cdi
Bakool,Tayeeglow,2.98,2020-03-01,cdi
Bakool,Waajid,3.46,2020-03-01,cdi
Bakool,Rab Dhuure,3.65,2020-03-01,cdi
Lower Shabelle,Marka,2.15,2020-04-01,cdi
Lower Shabelle,Afgooye,2.38,2020-04-01,cdi
Lower Shabelle,Baraawe,2.24,2020-04-01,cdi
Lower Shabelle,Kurtunwaarey,1.95,2020-04-01,cdi
Lower Shabelle,Qoryooley,2.11,2020-04-01,cdi
Lower Shabelle,Sablaale,1.95,2020-04-01,cdi
Lower Shabelle,Wanla Weyn,1.78,2020-04-01,cdi
Bay,Baydhaba,1.91,2020-04-01,cdi
Bay,Buur Hakaba,1.78,2020-04-01,cdi
Bay,Diinsoor,2.05,2020-04-01,cdi
Bay,Qansax Dheere,2.14,2020-04-01,cdi
Bakool,Xudur,2.42,2020-04-01,cdi
Bakool,Ceel Barde,3.54,2020-04-01,cdi
Bakool,Tayeeglow,2.47,2020-04-01,cdi
Bakool,Waajid,2.52,2020-04-01,cdi
Bakool,Rab Dhuure,2.93,2020-04-01,cdi
Lower Shabelle,Marka,1.68,2020-05-01,cdi
Lower Shabelle,Afgooye,1.74,2020-05-01,cdi
Lower Shabelle,Baraawe,2.23,2020-05-01,cdi
Lower Shabelle,Kurtunwaarey,1.68,2020-05-01,cdi
Lower Shabelle,Qoryooley,1.53,2020-05-01,cdi
Lower Shabelle,Sablaale,1.95,2020-05-01,cdi
Lower Shabelle,Wanla Weyn,1.4,2020-05-01,cdi
Bay,Baydhaba,1.57,2020-05-01,cdi
Bay,Buur Hakaba,1.49,2020-05-01,cdi
Bay,Diinsoor,1.36,2020-05-01,cdi
Bay,Qansax Dheere,1.68,2020-05-01,cdi
Bakool,Xudur,2.13,2020-05-01,cdi
Bakool,Ceel Barde,2.82,2020-05-01,cdi
Bakool,Tayeeglow,2.14,2020-05-01,cdi
Bakool,Waajid,2.2,2020-05-01,cdi
Bakool,Rab Dhuure,2.7,2020-05-01,cdi
Lower Shabelle,Marka,1.84,2020-06-01,cdi
Lower Shabelle,Afgooye,1.81,2020-06-01,cdi
Lower Shabelle,Baraawe,2.76,2020-06-01,cdi
Lower Shabelle,Kurtunwaarey,1.77,2020-06-01,cdi
Lower Shabelle,Qoryooley,1.56,2020-06-01,cdi
Lower Shabelle,Sablaale,2.07,2020-06-01,cdi
Lower Shabelle,Wanla Weyn,1.42,2020-06-01,cdi
Bay,Baydhaba,1.64,2020-06-01,cdi
Bay,Buur Hakaba,1.5,2020-06-01,cdi
Bay,Diinsoor,1.31,2020-06-01,cdi
Bay,Qansax Dheere,1.6,2020-06-01,cdi
Bakool,Xudur,2.11,2020-06-01,cdi
Bakool,Ceel Barde,2.8,2020-06-01,cdi
Bakool,Tayeeglow,2.16,2020-06-01,cdi
Bakool,Waajid,2.28,2020-06-01,cdi
Bakool,Rab Dhuure,2.7,2020-06-01,cdi
Lower Shabelle,Marka,3.12,2020-07-01,cdi
Lower Shabelle,Afgooye,2.51,2020-07-01,cdi
Lower Shabelle,Baraawe,3.63,2020-07-01,cdi
Lower Shabelle,Kurtunwaarey,2.48,2020-07-01,cdi
Lower Shabelle,Qoryooley,2.21,2020-07-01,cdi
Lower Shabelle,Sablaale,2.54,2020-07-01,cdi
Lower Shabelle,Wanla Weyn,2.02,2020-07-01,cdi
Bay,Baydhaba,1.94,2020-07-01,cdi
Bay,Buur Hakaba,1.94,2020-07-01,cdi
Bay,Diinsoor,1.58,2020-07-01,cdi
Bay,Qansax Dheere,1.74,2020-07-01,cdi
Bakool,Xudur,2.5,2020-07-01,cdi
Bakool,Ceel Barde,3.26,2020-07-01,cdi
Bakool,Tayeeglow,2.86,2020-07-01,cdi
Bakool,Waajid,2.52,2020-07-01,cdi
Bakool,Rab Dhuure,2.86,2020-07-01,cdi
Lower Shabelle,Marka,3.08,2020-08-01,cdi
Lower Shabelle,Afgooye,2.59,2020-08-01,cdi
Lower Shabelle,Baraawe,3.38,2020-08-01,cdi
Lower Shabelle,Kurtunwaarey,2.78,2020-08-01,cdi
Lower Shabelle,Qoryooley,2.55,2020-08-01,cdi
Lower Shabelle,Sablaale,2.51,2020-08-01,cdi
Lower Shabelle,Wanla Weyn,2.07,2020-08-01,cdi
Bay,Baydhaba,2.44,2020-08-01,cdi
Bay,Buur Hakaba,2.32,2020-08-01,cdi
Bay,Diinsoor,1.71,2020-08-01,cdi
Bay,Qansax Dheere,2.03,2020-08-01,cdi
Bakool,Xudur,2.98,2020-08-01,cdi
Bakool,Ceel Barde,3.91,2020-08-01,cdi
Bakool,Tayeeglow,3.13,2020-08-01,cdi
Bakool,Waajid,2.87,2020-08-01,cdi
Bakool,Rab Dhuure,2.76,2020-08-01,cdi
Lower Shabelle,Marka,2.39,2020-09-01,cdi
Lower Shabelle,Afgooye,2.07,2020-09-01,cdi
Lower Shabelle,Baraawe,2.44,2020-09-01,cdi
Lower Shabelle,Kurtunwaarey,2.01,2020-09-01,cdi
Lower Shabelle,Qoryooley,2.03,2020-09-01,cdi
Lower Shabelle,Sablaale,1.83,2020-09-01,cdi
Lower Shabelle,Wanla Weyn,1.59,2020-09-01,cdi
Bay,Baydhaba,1.89,2020-09-01,cdi
Bay,Buur Hakaba,1.88,2020-09-01,cdi
Bay,Diinsoor,1.22,2020-09-01,cdi
Bay,Qansax Dheere,1.49,2020-09-01,cdi
Bakool,Xudur,2.07,2020-09-01,cdi
Bakool,Ceel Barde,2.36,2020-09-01,cdi
Bakool,Tayeeglow,2.12,2020-09-01,cdi
Bakool,Waajid,2.06,2020-09-01,cdi
Bakool,Rab Dhuure,2.26,2020-09-01,cdi
Lower Shabelle,Marka,2.12,2020-10-01,cdi
Lower Shabelle,Afgooye,2.13,2020-10-01,cdi
Lower Shabelle,Baraawe,2.6,2020-10-01,cdi
Lower Shabelle,Kurtunwaarey,2.23,2020-10-01,cdi
Lower Shabelle,Qoryooley,2.06,2020-10-01,cdi
Lower Shabelle,Sablaale,2.14,2020-10-01,cdi
Lower Shabelle,Wanla Weyn,1.69,2020-10-01,cdi
Bay,Baydhaba,1.82,2020-10-01,cdi
Bay,Buur Hakaba,1.75,2020-10-01,cdi
Bay,Diinsoor,0.9,2020-10-01,cdi
Bay,Qansax Dheere,1.0,2020-10-01,cdi
Bakool,Xudur,1.92,2020-10-01,cdi
Bakool,Ceel Barde,2.01,2020-10-01,cdi
Bakool,Tayeeglow,2.16,2020-10-01,cdi
Bakool,Waajid,1.7,2020-10-01,cdi
Bakool,Rab Dhuure,1.23,2020-10-01,cdi
Lower Shabelle,Marka,2.12,2020-11-01,cdi
Lower Shabelle,Afgooye,2.09,2020-11-01,cdi
Lower Shabelle,Baraawe,2.48,2020-11-01,cdi
Lower Shabelle,Kurtunwaarey,2.19,2020-11-01,cdi
Lower Shabelle,Qoryooley,2.03,2020-11-01,cdi
Lower Shabelle,Sablaale,2.11,2020-11-01,cdi
Lower Shabelle,Wanla Weyn,1.55,2020-11-01,cdi
Bay,Baydhaba,1.7,2020-11-01,cdi
Bay,Buur Hakaba,1.72,2020-11-01,cdi
Bay,Diinsoor,1.2,2020-11-01,cdi
Bay,Qansax Dheere,1.03,2020-11-01,cdi
Bakool,Xudur,1.93,2020-11-01,cdi
Bakool,Ceel Barde,1.93,2020-11-01,cdi
Bakool,Tayeeglow,2.02,2020-11-01,cdi
Bakool,Waajid,1.59,2020-11-01,cdi
Bakool,Rab Dhuure,1.07,2020-11-01,cdi
Lower Shabelle,Marka,2.37,2020-12-01,cdi
Lower Shabelle,Afgooye,2.28,2020-12-01,cdi
Lower Shabelle,Baraawe,1.64,2020-12-01,cdi
Lower Shabelle,Kurtunwaarey,1.96,2020-12-01,cdi
Lower Shabelle,Qoryooley,1.91,2020-12-01,cdi
Lower Shabelle,Sablaale,1.75,2020-12-01,cdi
Lower Shabelle,Wanla Weyn,1.55,2020-12-01,cdi
Bay,Baydhaba,1.38,2020-12-01,cdi
Bay,Buur Hakaba,1.7,2020-12-01,cdi
Bay,Diinsoor,1.31,2020-12-01,cdi
Bay,Qansax Dheere,1.24,2020-12-01,cdi
Bakool,Xudur,1.64,2020-12-01,cdi
Bakool,Ceel Barde,1.59,2020-12-01,cdi
Bakool,Tayeeglow,1.65,2020-12-01,cdi
Bakool,Waajid,1.3,2020-12-01,cdi
Bakool,Rab Dhuure,0.83,2020-12-01,cdi
Lower Shabelle,Marka,1.45,2021-01-01,cdi
Lower Shabelle,Afgooye,1.84,2021-01-01,cdi
Lower Shabelle,Baraawe,1.07,2021-01-01,cdi
Lower Shabelle,Kurtunwaarey,1.39,2021-01-01,cdi
Lower Shabelle,Qoryooley,1.36,2021-01-01,cdi
Lower Shabelle,Sablaale,1.41,2021-01-01,cdi
Lower Shabelle,Wanla Weyn,1.35,2021-01-01,cdi
Bay,Baydhaba,1.22,2021-01-01,cdi
Bay,Buur Hakaba,1.41,2021-01-01,cdi
Bay,Diinsoor,1.11,2021-01-01,cdi
Bay,Qansax Dheere,1.31,2021-01-01,cdi
Bakool,Xudur,1.55,2021-01-01,cdi
Bakool,Ceel Barde,1.52,2021-01-01,cdi
Bakool,Tayeeglow,1.38,2021-01-01,cdi
Bakool,Waajid,1.29,2021-01-01,cdi
Bakool,Rab Dhuure,0.9,2021-01-01,cdi
Lower Shabelle,Marka,1.53,2021-02-01,cdi
Lower Shabelle,Afgooye,1.79,2021-02-01,cdi
Lower Shabelle,Baraawe,1.24,2021-02-01,cdi
Lower Shabelle,Kurtunwaarey,1.53,2021-02-01,cdi
Lower Shabelle,Qoryooley,1.45,2021-02-01,cdi
Lower Shabelle,Sablaale,1.52,2021-02-01,cdi
Lower Shabelle,Wanla Weyn,1.49,2021-02-01,cdi
Bay,Baydhaba,1.37,2021-02-01,cdi
Bay,Buur Hakaba,1.47,2021-02-01,cdi
Bay,Diinsoor,1.2,2021-02-01,cdi
Bay,Qansax Dheere,1.22,2021-02-01,cdi
Bakool,Xudur,1.7,2021-02-01,cdi
Bakool,Ceel Barde,1.68,2021-02-01,cdi
Bakool,Tayeeglow,1.52,2021-02-01,cdi
Bakool,Waajid,1.62,2021-02-01,cdi
Bakool,Rab Dhuure,1.28,2021-02-01,cdi
Lower Shabelle,Marka,1.39,2021-03-01,cdi
Lower Shabelle,Afgooye,1.54,2021-03-01,cdi
Lower Shabelle,Baraawe,1.12,2021-03-01,cdi
Lower Shabelle,Kurtunwaarey,1.36,2021-03-01,cdi
Lower Shabelle,Qoryooley,1.27,2021-03-01,cdi
Lower Shabelle,Sablaale,1.37,2021-03-01,cdi
Lower Shabelle,Wanla Weyn,1.33,2021-03-01,cdi
Bay,Baydhaba,1.27,2021-03-01,cdi
Bay,Buur Hakaba,1.3,2021-03-01,cdi
Bay,Diinsoor,1.13,2021-03-01,cdi
Bay,Qansax Dheere,1.15,2021-03-01,cdi
Bakool,Xudur,1.76,2021-03-01,cdi
Bakool,Ceel Barde,1.77,2021-03-01,cdi
Bakool,Tayeeglow,1.44,2021-03-01,cdi
Bakool,Waajid,1.71,2021-03-01,cdi
Bakool,Rab Dhuure,1.31,2021-03-01,cdi
Lower Shabelle,Marka,0.87,2021-04-01,cdi
Lower Shabelle,Afgooye,0.87,2021-04-01,cdi
Lower Shabelle,Baraawe,0.71,2021-04-01,cdi
Lower Shabelle,Kurtunwaarey,0.81,2021-04-01,cdi
Lower Shabelle,Qoryooley,0.71,2021-04-01,cdi
Lower Shabelle,Sablaale,0.84,2021-04-01,cdi
Lower Shabelle,Wanla Weyn,0.64,2021-04-01,cdi
Bay,Baydhaba,0.8,2021-04-01,cdi
Bay,Buur Hakaba,0.78,2021-04-01,cdi
Bay,Diinsoor,0.79,2021-04-01,cdi
Bay,Qansax Dheere,0.84,2021-04-01,cdi
Bakool,Xudur,1.26,2021-04-01,cdi
Bakool,Ceel Barde,1.28,2021-04-01,cdi
Bakool,Tayeeglow,0.78,2021-04-01,cdi
Bakool,Waajid,1.35,2021-04-01,cdi
Bakool,Rab Dhuure,1.55,2021-04-01,cdi
Lower Shabelle,Marka,0.7,2021-05-01,cdi
Lower Shabelle,Afgooye,0.77,2021-05-01,cdi
Lower Shabelle,Baraawe,0.57,2021-05-01,cdi
Lower Shabelle,Kurtunwaarey,0.58,2021-05-01,cdi
Lower Shabelle,Qoryooley,0.53,2021-05-01,cdi
Lower Shabelle,Sablaale,0.67,2021-05-01,cdi
Lower Shabelle,Wanla Weyn,0.47,2021-05-01,cdi
Bay,Baydhaba,0.93,2021-05-01,cdi
Bay,Buur Hakaba,0.6,2021-05-01,cdi
Bay,Diinsoor,0.83,2021-05-01,cdi
Bay,Qansax Dheere,0.97,2021-05-01,cdi
Bakool,Xudur,1.57,2021-05-01,cdi
Bakool,Ceel Barde,1.58,2021-05-01,cdi
Bakool,Tayeeglow,1.01,2021-05-01,cdi
Bakool,Waajid,1.31,2021-05-01,cdi
Bakool,Rab Dhuure,1.99,2021-05-01,cdi
Lower Shabelle,Marka,0.72,2021-06-01,cdi
Lower Shabelle,Afgooye,0.75,2021-06-01,cdi
Lower Shabelle,Baraawe,0.73,2021-06-01,cdi
Lower Shabelle,Kurtunwaarey,0.55,2021-06-01,cdi
Lower Shabelle,Qoryooley,0.49,2021-06-01,cdi
Lower Shabelle,Sablaale,0.82,2021-06-01,cdi
Lower Shabelle,Wanla Weyn,0.4,2021-06-01,cdi
Bay,Baydhaba,1.06,2021-06-01,cdi
Bay,Buur Hakaba,0.55,2021-06-01,cdi
Bay,Diinsoor,0.9,2021-06-01,cdi
Bay,Qansax Dheere,1.09,2021-06-01,cdi
Bakool,Xudur,1.5,2021-06-01,cdi
Bakool,Ceel Barde,1.76,2021-06-01,cdi
Bakool,Tayeeglow,1.12,2021-06-01,cdi
Bakool,Waajid,1.48,2021-06-01,cdi
Bakool,Rab Dhuure,2.27,2021-06-01,cdi
Lower Shabelle,Marka,0.81,2021-07-01,cdi
Lower Shabelle,Afgooye,0.83,2021-07-01,cdi
Lower Shabelle,Baraawe,0.92,2021-07-01,cdi
Lower Shabelle,Kurtunwaarey,0.75,2021-07-01,cdi
Lower Shabelle,Qoryooley,0.68,2021-07-01,cdi
Lower Shabelle,Sablaale,0.97,2021-07-01,cdi
Lower Shabelle,Wanla Weyn,0.6,2021-07-01,cdi
Bay,Baydhaba,1.26,2021-07-01,cdi
Bay,Buur Hakaba,0.74,2021-07-01,cdi
Bay,Diinsoor,0.95,2021-07-01,cdi
Bay,Qansax Dheere,1.16,2021-07-01,cdi
Bakool,Xudur,1.54,2021-07-01,cdi
Bakool,Ceel Barde,1.84,2021-07-01,cdi
Bakool,Tayeeglow,1.4,2021-07-01,cdi
Bakool,Waajid,1.58,2021-07-01,cdi
Bakool,Rab Dhuure,2.73,2021-07-01,cdi
Lower Shabelle,Marka,0.9,2021-08-01,cdi
Lower Shabelle,Afgooye,0.86,2021-08-01,cdi
Lower Shabelle,Baraawe,1.04,2021-08-01,cdi
Lower Shabelle,Kurtunwaarey,0.93,2021-08-01,cdi
Lower Shabelle,Qoryooley,0.83,2021-08-01,cdi
Lower Shabelle,Sablaale,0.95,2021-08-01,cdi
Lower Shabelle,Wanla Weyn,0.72,2021-08-01,cdi
Bay,Baydhaba,1.19,2021-08-01,cdi
Bay,Buur Hakaba,0.91,2021-08-01,cdi
Bay,Diinsoor,1.04,2021-08-01,cdi
Bay,Qansax Dheere,1.17,2021-08-01,cdi
Bakool,Xudur,1.47,2021-08-01,cdi
Bakool,Ceel Barde,1.59,2021-08-01,cdi
Bakool,Tayeeglow,1.25,2021-08-01,cdi
Bakool,Waajid,1.39,2021-08-01,cdi
Bakool,Rab Dhuure,2.3,2021-08-01,cdi
Lower Shabelle,Marka,1.05,2021-09-01,cdi
Lower Shabelle,Afgooye,0.89,2021-09-01,cdi
Lower Shabelle,Baraawe,1.1,2021-09-01,cdi
Lower Shabelle,Kurtunwaarey,1.05,2021-09-01,cdi
Lower Shabelle,Qoryooley,0.87,2021-09-01,cdi
Lower Shabelle,Sablaale,0.97,2021-09-01,cdi
Lower Shabelle,Wanla Weyn,0.69,2021-09-01,cdi
Bay,Baydhaba,1.05,2021-09-01,cdi
Bay,Buur Hakaba,0.8,2021-09-01,cdi
Bay,Diinsoor,1.1,2021-09-01,cdi
Bay,Qansax Dheere,1.01,2021-09-01,cdi
Bakool,Xudur,1.22,2021-09-01,cdi
Bakool,Ceel Barde,1.29,2021-09-01,cdi
Bakool,Tayeeglow,1.02,2021-09-01,cdi
Bakool,Waajid,1.13,2021-09-01,cdi
Bakool,Rab Dhuure,1.74,2021-09-01,cdi
Lower Shabelle,Marka,1.04,2021-10-01,cdi
Lower Shabelle,Afgooye,0.84,2021-10-01,cdi
Lower Shabelle,Baraawe,1.02,2021-10-01,cdi
Lower Shabelle,Kurtunwaarey,0.78,2021-10-01,cdi
Lower Shabelle,Qoryooley,0.86,2021-10-01,cdi
Lower Shabelle,Sablaale,0.84,2021-10-01,cdi
Lower Shabelle,Wanla Weyn,0.52,2021-10-01,cdi
Bay,Baydhaba,0.63,2021-10-01,cdi
Bay,Buur Hakaba,0.52,2021-10-01,cdi
Bay,Diinsoor,0.84,2021-10-01,cdi
Bay,Qansax Dheere,0.6,2021-10-01,cdi
Bakool,Xudur,0.68,2021-10-01,cdi
Bakool,Ceel Barde,0.72,2021-10-01,cdi
Bakool,Tayeeglow,0.67,2021-10-01,cdi
Bakool,Waajid,0.58,2021-10-01,cdi
Bakool,Rab Dhuure,0.8,2021-10-01,cdi
Lower Shabelle,Marka,0.73,2021-11-01,cdi
Lower Shabelle,Afgooye,0.52,2021-11-01,cdi
Lower Shabelle,Baraawe,0.7,2021-11-01,cdi
Lower Shabelle,Kurtunwaarey,0.52,2021-11-01,cdi
Lower Shabelle,Qoryooley,0.55,2021-11-01,cdi
Lower Shabelle,Sablaale,0.58,2021-11-01,cdi
Lower Shabelle,Wanla Weyn,0.4,2021-11-01,cdi
Bay,Baydhaba,0.44,2021-11-01,cdi
Bay,Buur Hakaba,0.39,2021-11-01,cdi
Bay,Diinsoor,0.56,2021-11-01,cdi
Bay,Qansax Dheere,0.4,2021-11-01,cdi
Bakool,Xudur,0.45,2021-11-01,cdi
Bakool,Ceel Barde,0.4,2021-11-01,cdi
Bakool,Tayeeglow,0.43,2021-11-01,cdi
Bakool,Waajid,0.43,2021-11-01,cdi
Bakool,Rab Dhuure,0.79,2021-11-01,cdi
Lower Shabelle,Marka,0.62,2021-12-01,cdi
Lower Shabelle,Afgooye,0.38,2021-12-01,cdi
Lower Shabelle,Baraawe,0.44,2021-12-01,cdi
Lower Shabelle,Kurtunwaarey,0.33,2021-12-01,cdi
Lower Shabelle,Qoryooley,0.37,2021-12-01,cdi
Lower Shabelle,Sablaale,0.37,2021-12-01,cdi
Lower Shabelle,Wanla Weyn,0.34,2021-12-01,cdi
Bay,Baydhaba,0.36,2021-12-01,cdi
Bay,Buur Hakaba,0.31,2021-12-01,cdi
Bay,Diinsoor,0.36,2021-12-01,cdi
Bay,Qansax Dheere,0.32,2021-12-01,cdi
Bakool,Xudur,0.39,2021-12-01,cdi
Bakool,Ceel Barde,0.33,2021-12-01,cdi
Bakool,Tayeeglow,0.36,2021-12-01,cdi
Bakool,Waajid,0.35,2021-12-01,cdi
Bakool,Rab Dhuure,0.83,2021-12-01,cdi
Lower Shabelle,Marka,0.49,2022-02-01,cdi
Lower Shabelle,Afgooye,0.36,2022-02-01,cdi
Lower Shabelle,Baraawe,0.4,2022-02-01,cdi
Lower Shabelle,Kurtunwaarey,0.27,2022-02-01,cdi
Lower Shabelle,Qoryooley,0.39,2022-02-01,cdi
Lower Shabelle,Sablaale,0.32,2022-02-01,cdi
Lower Shabelle,Wanla Weyn,0.35,2022-02-01,cdi
Bay,Baydhaba,0.38,2022-02-01,cdi
Bay,Buur Hakaba,0.32,2022-02-01,cdi
Bay,Diinsoor,0.35,2022-02-01,cdi
Bay,Qansax Dheere,0.36,2022-02-01,cdi
Bakool,Xudur,0.38,2022-02-01,cdi
Bakool,Ceel Barde,0.37,2022-02-01,cdi
Bakool,Tayeeglow,0.35,2022-02-01,cdi
Bakool,Waajid,0.39,2022-02-01,cdi
Bakool,Rab Dhuure,0.54,2022-02-01,cdi
Lower Shabelle,Marka,0.44,2022-03-01,cdi
Lower Shabelle,Afgooye,0.36,2022-03-01,cdi
Lower Shabelle,Baraawe,0.38,2022-03-01,cdi
Lower Shabelle,Kurtunwaarey,0.23,2022-03-01,cdi
Lower Shabelle,Qoryooley,0.39,2022-03-01,cdi
Lower Shabelle,Sablaale,0.29,2022-03-01,cdi
Lower Shabelle,Wanla Weyn,0.36,2022-03-01,cdi
Bay,Baydhaba,0.41,2022-03-01,cdi
Bay,Buur Hakaba,0.34,2022-03-01,cdi
Bay,Diinsoor,0.32,2022-03-01,cdi
Bay,Qansax Dheere,0.38,2022-03-01,cdi
Bakool,Xudur,0.41,2022-03-01,cdi
Bakool,Ceel Barde,0.39,2022-03-01,cdi
