region,district,value,month,indicator
Bakool,Tayeeglow,0.4,2022-03-01,cdi
Bakool,Waajid,0.41,2022-03-01,cdi
Bakool,Rab Dhuure,0.6,2022-03-01,cdi
Lower Shabelle,Marka,0.51,2022-04-01,cdi
Lower Shabelle,Afgooye,0.42,2022-04-01,cdi
Lower Shabelle,Baraawe,0.47,2022-04-01,cdi
Lower Shabelle,Kurtunwaarey,0.35,2022-04-01,cdi
Lower Shabelle,Qoryooley,0.4,2022-04-01,cdi
Lower Shabelle,Sablaale,0.36,2022-04-01,cdi
Lower Shabelle,Wanla Weyn,0.48,2022-04-01,cdi
Bay,Baydhaba,0.42,2022-04-01,cdi
Bay,Buur Hakaba,0.42,2022-04-01,cdi
Bay,Diinsoor,0.43,2022-04-01,cdi
Bay,Qansax Dheere,0.39,2022-04-01,cdi
Bakool,Xudur,0.5,2022-04-01,cdi
Bakool,Ceel Barde,0.56,2022-04-01,cdi
Bakool,Tayeeglow,0.51,2022-04-01,cdi
Bakool,Waajid,0.49,2022-04-01,cdi
Bakool,Rab Dhuure,0.81,2022-04-01,cdi
Lower Shabelle,Marka,0.63,2022-05-01,cdi
Lower Shabelle,Afgooye,0.54,2022-05-01,cdi
Lower Shabelle,Baraawe,0.64,2022-05-01,cdi
Lower Shabelle,Kurtunwaarey,0.52,2022-05-01,cdi
Lower Shabelle,Qoryooley,0.52,2022-05-01,cdi
Lower Shabelle,Sablaale,0.69,2022-05-01,cdi
Lower Shabelle,Wanla Weyn,0.59,2022-05-01,cdi
Bay,Baydhaba,0.65,2022-05-01,cdi
Bay,Buur Hakaba,0.63,2022-05-01,cdi
Bay,Diinsoor,0.67,2022-05-01,cdi
Bay,Qansax Dheere,0.59,2022-05-01,cdi
Bakool,Xudur,0.81,2022-05-01,cdi
Bakool,Ceel Barde,0.66,2022-05-01,cdi
Bakool,Tayeeglow,0.72,2022-05-01,cdi
Bakool,Waajid,0.81,2022-05-01,cdi
Bakool,Rab Dhuure,0.98,2022-05-01,cdi
Lower Shabelle,Marka,0.55,2022-06-01,cdi
Lower Shabelle,Afgooye,0.57,2022-06-01,cdi
Lower Shabelle,Baraawe,0.59,2022-06-01,cdi
Lower Shabelle,Kurtunwaarey,0.69,2022-06-01,cdi
Lower Shabelle,Qoryooley,0.53,2022-06-01,cdi
Lower Shabelle,Sablaale,0.84,2022-06-01,cdi
Lower Shabelle,Wanla Weyn,0.55,2022-06-01,cdi
Bay,Baydhaba,0.74,2022-06-01,cdi
Bay,Buur Hakaba,0.78,2022-06-01,cdi
Bay,Diinsoor,0.8,2022-06-01,cdi
Bay,Qansax Dheere,0.73,2022-06-01,cdi
Bakool,Xudur,0.89,2022-06-01,cdi
Bakool,Ceel Barde,0.74,2022-06-01,cdi
Bakool,Tayeeglow,0.8,2022-06-01,cdi
Bakool,Waajid,0.98,2022-06-01,cdi
Bakool,Rab Dhuure,1.09,2022-06-01,cdi
Lower Shabelle,Marka,0.78,2022-07-01,cdi
Lower Shabelle,Afgooye,0.78,2022-07-01,cdi
Lower Shabelle,Baraawe,0.87,2022-07-01,cdi
Lower Shabelle,Kurtunwaarey,0.92,2022-07-01,cdi
Lower Shabelle,Qoryooley,0.73,2022-07-01,cdi
Lower Shabelle,Sablaale,1.09,2022-07-01,cdi
Lower Shabelle,Wanla Weyn,0.72,2022-07-01,cdi
Bay,Baydhaba,0.83,2022-07-01,cdi
Bay,Buur Hakaba,0.87,2022-07-01,cdi
Bay,Diinsoor,0.96,2022-07-01,cdi
Bay,Qansax Dheere,0.81,2022-07-01,cdi
Bakool,Xudur,0.97,2022-07-01,cdi
Bakool,Ceel Barde,0.94,2022-07-01,cdi
Bakool,Tayeeglow,1.06,2022-07-01,cdi
Bakool,Waajid,1.2,2022-07-01,cdi
Bakool,Rab Dhuure,1.13,2022-07-01,cdi
Lower Shabelle,Marka,0.94,2022-08-01,cdi
Lower Shabelle,Afgooye,0.88,2022-08-01,cdi
Lower Shabelle,Baraawe,1.0,2022-08-01,cdi
Lower Shabelle,Kurtunwaarey,0.94,2022-08-01,cdi
Lower Shabelle,Qoryooley,0.85,2022-08-01,cdi
Lower Shabelle,Sablaale,1.02,2022-08-01,cdi
Lower Shabelle,Wanla Weyn,0.81,2022-08-01,cdi
Bay,Baydhaba,0.87,2022-08-01,cdi
Bay,Buur Hakaba,0.89,2022-08-01,cdi
Bay,Diinsoor,0.93,2022-08-01,cdi
Bay,Qansax Dheere,0.82,2022-08-01,cdi
Bakool,Xudur,0.93,2022-08-01,cdi
Bakool,Ceel Barde,0.96,2022-08-01,cdi
Bakool,Tayeeglow,1.0,2022-08-01,cdi
Bakool,Waajid,1.06,2022-08-01,cdi
Bakool,Rab Dhuure,0.95,2022-08-01,cdi
Lower Shabelle,Marka,0.96,2022-09-01,cdi
Lower Shabelle,Afgooye,0.79,2022-09-01,cdi
Lower Shabelle,Baraawe,1.1,2022-09-01,cdi
Lower Shabelle,Kurtunwaarey,0.95,2022-09-01,cdi
Lower Shabelle,Qoryooley,0.88,2022-09-01,cdi
Lower Shabelle,Sablaale,1.09,2022-09-01,cdi
Lower Shabelle,Wanla Weyn,0.77,2022-09-01,cdi
Bay,Baydhaba,0.81,2022-09-01,cdi
Bay,Buur Hakaba,0.85,2022-09-01,cdi
Bay,Diinsoor,1.03,2022-09-01,cdi
Bay,Qansax Dheere,0.75,2022-09-01,cdi
Bakool,Xudur,0.89,2022-09-01,cdi
Bakool,Ceel Barde,0.89,2022-09-01,cdi
Bakool,Tayeeglow,0.92,2022-09-01,cdi
Bakool,Waajid,0.84,2022-09-01,cdi
Bakool,Rab Dhuure,0.8,2022-09-01,cdi
Lower Shabelle,Marka,0.93,2022-10-01,cdi
Lower Shabelle,Afgooye,0.53,2022-10-01,cdi
Lower Shabelle,Baraawe,0.96,2022-10-01,cdi
Lower Shabelle,Kurtunwaarey,0.97,2022-10-01,cdi
Lower Shabelle,Qoryooley,0.81,2022-10-01,cdi
Lower Shabelle,Sablaale,1.13,2022-10-01,cdi
Lower Shabelle,Wanla Weyn,0.56,2022-10-01,cdi
Bay,Baydhaba,0.68,2022-10-01,cdi
Bay,Buur Hakaba,0.63,2022-10-01,cdi
Bay,Diinsoor,0.9,2022-10-01,cdi
Bay,Qansax Dheere,0.66,2022-10-01,cdi
Bakool,Xudur,0.95,2022-10-01,cdi
Bakool,Ceel Barde,0.69,2022-10-01,cdi
Bakool,Tayeeglow,0.7,2022-10-01,cdi
Bakool,Waajid,0.69,2022-10-01,cdi
Bakool,Rab Dhuure,0.72,2022-10-01,cdi
Lower Shabelle,Marka,1.003,2022-11-01,cdi
Lower Shabelle,Afgooye,0.853,2022-11-01,cdi
Lower Shabelle,Baraawe,0.918,2022-11-01,cdi
Lower Shabelle,Kurtunwaarey,0.883,2022-11-01,cdi
Lower Shabelle,Qoryooley,0.879,2022-11-01,cdi
Lower Shabelle,Sablaale,0.767,2022-11-01,cdi
Lower Shabelle,Wanla Weyn,0.772,2022-11-01,cdi
Bay,Baydhaba,0.767,2022-11-01,cdi
Bay,Buur Hakaba,0.8,2022-11-01,cdi
Bay,Diinsoor,0.816,2022-11-01,cdi
Bay,Qansax Dheere,0.78,2022-11-01,cdi
Bakool,Xudur,0.767,2022-11-01,cdi
Bakool,Ceel Barde,0.619,2022-11-01,cdi
Bakool,Tayeeglow,0.819,2022-11-01,cdi
Bakool,Waajid,0.789,2022-11-01,cdi
Bakool,Rab Dhuure,0.68,2022-11-01,cdi
Lower Shabelle,Marka,1.086,2022-12-01,cdi
Lower Shabelle,Afgooye,0.918,2022-12-01,cdi
Lower Shabelle,Baraawe,0.774,2022-12-01,cdi
Lower Shabelle,Kurtunwaarey,0.91,2022-12-01,cdi
Lower Shabelle,Qoryooley,0.95,2022-12-01,cdi
Lower Shabelle,Sablaale,0.721,2022-12-01,cdi
Lower Shabelle,Wanla Weyn,0.782,2022-12-01,cdi
Bay,Baydhaba,0.795,2022-12-01,cdi
Bay,Buur Hakaba,0.788,2022-12-01,cdi
Bay,Diinsoor,0.733,2022-12-01,cdi
Bay,Qansax Dheere,0.676,2022-12-01,cdi
Bakool,Xudur,0.734,2022-12-01,cdi
Bakool,Ceel Barde,0.614,2022-12-01,cdi
Bakool,Tayeeglow,0.791,2022-12-01,cdi
Bakool,Waajid,0.763,2022-12-01,cdi
Bakool,Rab Dhuure,0.588,2022-12-01,cdi
Lower Shabelle,Marka,1.045,2023-01-01,cdi
Lower Shabelle,Afgooye,0.747,2023-01-01,cdi
Lower Shabelle,Baraawe,0.793,2023-01-01,cdi
Lower Shabelle,Kurtunwaarey,0.81,2023-01-01,cdi
Lower Shabelle,Qoryooley,0.827,2023-01-01,cdi
Lower Shabelle,Sablaale,0.717,2023-01-01,cdi
Lower Shabelle,Wanla Weyn,0.685,2023-01-01,cdi
Bay,Baydhaba,0.787,2023-01-01,cdi
Bay,Buur Hakaba,0.705,2023-01-01,cdi
Bay,Diinsoor,0.687,2023-01-01,cdi
Bay,Qansax Dheere,0.639,2023-01-01,cdi
Bakool,Xudur,0.799,2023-01-01,cdi
Bakool,Ceel Barde,0.691,2023-01-01,cdi
Bakool,Tayeeglow,0.79,2023-01-01,cdi
Bakool,Waajid,0.797,2023-01-01,cdi
Bakool,Rab Dhuure,0.693,2023-01-01,cdi
Lower Shabelle,Marka,0.919,2023-03-01,cdi
Lower Shabelle,Afgooye,0.782,2023-03-01,cdi
Lower Shabelle,Baraawe,0.825,2023-03-01,cdi
Lower Shabelle,Kurtunwaarey,0.821,2023-03-01,cdi
Lower Shabelle,Qoryooley,0.797,2023-03-01,cdi
Lower Shabelle,Sablaale,0.826,2023-03-01,cdi
Lower Shabelle,Wanla Weyn,0.672,2023-03-01,cdi
Bay,Baydhaba,0.785,2023-03-01,cdi
Bay,Buur Hakaba,0.673,2023-03-01,cdi
Bay,Diinsoor,0.78,2023-03-01,cdi
Bay,Qansax Dheere,0.77,2023-03-01,cdi
Bakool,Xudur,0.905,2023-03-01,cdi
Bakool,Ceel Barde,0.853,2023-03-01,cdi
Bakool,Tayeeglow,0.846,2023-03-01,cdi
Bakool,Waajid,0.896,2023-03-01,cdi
Bakool,Rab Dhuure,0.846,2023-03-01,cdi
Lower Shabelle,Marka,1.605,2023-04-01,cdi
Lower Shabelle,Afgooye,1.502,2023-04-01,cdi
Lower Shabelle,Baraawe,1.628,2023-04-01,cdi
Lower Shabelle,Kurtunwaarey,1.477,2023-04-01,cdi
Lower Shabelle,Qoryooley,1.401,2023-04-01,cdi
Lower Shabelle,Sablaale,1.525,2023-04-01,cdi
Lower Shabelle,Wanla Weyn,1.286,2023-04-01,cdi
Bay,Baydhaba,1.357,2023-04-01,cdi
Bay,Buur Hakaba,1.314,2023-04-01,cdi
Bay,Diinsoor,1.389,2023-04-01,cdi
Bay,Qansax Dheere,1.402,2023-04-01,cdi
Bakool,Xudur,1.473,2023-04-01,cdi
Bakool,Ceel Barde,1.344,2023-04-01,cdi
Bakool,Tayeeglow,1.501,2023-04-01,cdi
Bakool,Waajid,1.45,2023-04-01,cdi
Bakool,Rab Dhuure,2.38,2023-04-01,cdi
Lower Shabelle,Marka,1.502,2023-05-01,cdi
Lower Shabelle,Afgooye,1.43,2023-05-01,cdi
Lower Shabelle,Baraawe,1.507,2023-05-01,cdi
Lower Shabelle,Kurtunwaarey,1.411,2023-05-01,cdi
Lower Shabelle,Qoryooley,1.335,2023-05-01,cdi
Lower Shabelle,Sablaale,1.451,2023-05-01,cdi
Lower Shabelle,Wanla Weyn,1.257,2023-05-01,cdi
Bay,Baydhaba,1.198,2023-05-01,cdi
Bay,Buur Hakaba,1.216,2023-05-01,cdi
Bay,Diinsoor,1.391,2023-05-01,cdi
Bay,Qansax Dheere,1.407,2023-05-01,cdi
Bakool,Xudur,1.197,2023-05-01,cdi
Bakool,Ceel Barde,1.136,2023-05-01,cdi
Bakool,Tayeeglow,1.288,2023-05-01,cdi
Bakool,Waajid,1.181,2023-05-01,cdi
Bakool,Rab Dhuure,1.748,2023-05-01,cdi
Lower Shabelle,Marka,1.2,2023-06-01,cdi
Lower Shabelle,Afgooye,1.231,2023-06-01,cdi
Lower Shabelle,Baraawe,1.185,2023-06-01,cdi
Lower Shabelle,Kurtunwaarey,1.162,2023-06-01,cdi
Lower Shabelle,Qoryooley,1.103,2023-06-01,cdi
Lower Shabelle,Sablaale,1.215,2023-06-01,cdi
Lower Shabelle,Wanla Weyn,1.203,2023-06-01,cdi
Bay,Baydhaba,1.135,2023-06-01,cdi
Bay,Buur Hakaba,1.14,2023-06-01,cdi
Bay,Diinsoor,1.328,2023-06-01,cdi
Bay,Qansax Dheere,1.384,2023-06-01,cdi
Bakool,Xudur,1.134,2023-06-01,cdi
Bakool,Ceel Barde,1.097,2023-06-01,cdi
Bakool,Tayeeglow,1.315,2023-06-01,cdi
Bakool,Waajid,1.064,2023-06-01,cdi
Bakool,Rab Dhuure,1.167,2023-06-01,cdi
Lower Shabelle,Marka,0.947,2023-07-01,cdi
Lower Shabelle,Afgooye,0.986,2023-07-01,cdi
Lower Shabelle,Baraawe,0.965,2023-07-01,cdi
Lower Shabelle,Kurtunwaarey,0.95,2023-07-01,cdi
Lower Shabelle,Qoryooley,0.897,2023-07-01,cdi
Lower Shabelle,Sablaale,1.015,2023-07-01,cdi
Lower Shabelle,Wanla Weyn,1.009,2023-07-01,cdi
Bay,Baydhaba,1.01,2023-07-01,cdi
Bay,Buur Hakaba,0.966,2023-07-01,cdi
Bay,Diinsoor,1.173,2023-07-01,cdi
Bay,Qansax Dheere,1.261,2023-07-01,cdi
Bakool,Xudur,1.114,2023-07-01,cdi
Bakool,Ceel Barde,1.099,2023-07-01,cdi
Bakool,Tayeeglow,1.193,2023-07-01,cdi
Bakool,Waajid,1.031,2023-07-01,cdi
Bakool,Rab Dhuure,1.125,2023-07-01,cdi
Lower Shabelle,Marka,0.809,2023-08-01,cdi
Lower Shabelle,Afgooye,0.85,2023-08-01,cdi
Lower Shabelle,Baraawe,0.792,2023-08-01,cdi
Lower Shabelle,Kurtunwaarey,0.803,2023-08-01,cdi
Lower Shabelle,Qoryooley,0.771,2023-08-01,cdi
Lower Shabelle,Sablaale,0.849,2023-08-01,cdi
Lower Shabelle,Wanla Weyn,0.89,2023-08-01,cdi
Bay,Baydhaba,0.879,2023-08-01,cdi
Bay,Buur Hakaba,0.838,2023-08-01,cdi
Bay,Diinsoor,1.019,2023-08-01,cdi
Bay,Qansax Dheere,1.082,2023-08-01,cdi
Bakool,Xudur,1.0,2023-08-01,cdi
Bakool,Ceel Barde,0.977,2023-08-01,cdi
Bakool,Tayeeglow,1.078,2023-08-01,cdi
Bakool,Waajid,0.858,2023-08-01,cdi
Bakool,Rab Dhuure,0.945,2023-08-01,cdi
Lower Shabelle,Marka,0.818,2023-09-01,cdi
Lower Shabelle,Afgooye,0.943,2023-09-01,cdi
Lower Shabelle,Baraawe,0.801,2023-09-01,cdi
Lower Shabelle,Kurtunwaarey,0.821,2023-09-01,cdi
Lower Shabelle,Qoryooley,0.728,2023-09-01,cdi
Lower Shabelle,Sablaale,0.919,2023-09-01,cdi
Lower Shabelle,Wanla Weyn,0.9,2023-09-01,cdi
Bay,Baydhaba,0.667,2023-09-01,cdi
Bay,Buur Hakaba,0.757,2023-09-01,cdi
Bay,Diinsoor,0.804,2023-09-01,cdi
Bay,Qansax Dheere,0.821,2023-09-01,cdi
Bakool,Xudur,0.744,2023-09-01,cdi
Bakool,Ceel Barde,0.671,2023-09-01,cdi
Bakool,Tayeeglow,0.912,2023-09-01,cdi
Bakool,Waajid,0.657,2023-09-01,cdi
Bakool,Rab Dhuure,0.594,2023-09-01,cdi
Lower Shabelle,Marka,0.784,2023-10-01,cdi
Lower Shabelle,Afgooye,0.793,2023-10-01,cdi
Lower Shabelle,Baraawe,0.559,2023-10-01,cdi
Lower Shabelle,Kurtunwaarey,0.758,2023-10-01,cdi
Lower Shabelle,Qoryooley,0.77,2023-10-01,cdi
Lower Shabelle,Sablaale,0.73,2023-10-01,cdi
Lower Shabelle,Wanla Weyn,1.0,2023-10-01,cdi
Bay,Baydhaba,1.022,2023-10-01,cdi
Bay,Buur Hakaba,0.908,2023-10-01,cdi
Bay,Diinsoor,0.948,2023-10-01,cdi
Bay,Qansax Dheere,1.108,2023-10-01,cdi
Bakool,Xudur,1.192,2023-10-01,cdi
Bakool,Ceel Barde,1.063,2023-10-01,cdi
Bakool,Tayeeglow,1.112,2023-10-01,cdi
Bakool,Waajid,1.056,2023-10-01,cdi
Bakool,Rab Dhuure,1.144,2023-10-01,cdi
Lower Shabelle,Marka,1.252,2023-11-01,cdi
Lower Shabelle,Afgooye,1.463,2023-11-01,cdi
Lower Shabelle,Baraawe,1.041,2023-11-01,cdi
Lower Shabelle,Kurtunwaarey,1.513,2023-11-01,cdi
Lower Shabelle,Qoryooley,1.395,2023-11-01,cdi
Lower Shabelle,Sablaale,1.3,2023-11-01,cdi
Lower Shabelle,Wanla Weyn,1.707,2023-11-01,cdi
Bay,Baydhaba,1.873,2023-11-01,cdi
Bay,Buur Hakaba,1.62,2023-11-01,cdi
Bay,Diinsoor,1.691,2023-11-01,cdi
Bay,Qansax Dheere,2.111,2023-11-01,cdi
Bakool,Xudur,1.98,2023-11-01,cdi
Bakool,Ceel Barde,1.583,2023-11-01,cdi
Bakool,Tayeeglow,1.725,2023-11-01,cdi
Bakool,Waajid,1.995,2023-11-01,cdi
Bakool,Rab Dhuure,2.047,2023-11-01,cdi
Lower Shabelle,Marka,1.814,2023-12-01,cdi
Lower Shabelle,Afgooye,2.03,2023-12-01,cdi
Lower Shabelle,Baraawe,1.644,2023-12-01,cdi
Lower Shabelle,Kurtunwaarey,2.139,2023-12-01,cdi
Lower Shabelle,Qoryooley,1.947,2023-12-01,cdi
Lower Shabelle,Sablaale,1.845,2023-12-01,cdi
Lower Shabelle,Wanla Weyn,2.276,2023-12-01,cdi
Bay,Baydhaba,2.563,2023-12-01,cdi
Bay,Buur Hakaba,2.245,2023-12-01,cdi
Bay,Diinsoor,2.416,2023-12-01,cdi
Bay,Qansax Dheere,2.807,2023-12-01,cdi
Bakool,Xudur,2.525,2023-12-01,cdi
Bakool,Ceel Barde,2.326,2023-12-01,cdi
Bakool,Tayeeglow,2.28,2023-12-01,cdi
Bakool,Waajid,2.743,2023-12-01,cdi
Bakool,Rab Dhuure,2.821,2023-12-01,cdi
Lower Shabelle,Marka,2.355,2024-01-01,cdi
Lower Shabelle,Afgooye,2.533,2024-01-01,cdi
Lower Shabelle,Baraawe,2.187,2024-01-01,cdi
Lower Shabelle,Kurtunwaarey,2.61,2024-01-01,cdi
Lower Shabelle,Qoryooley,2.447,2024-01-01,cdi
Lower Shabelle,Sablaale,2.267,2024-01-01,cdi
Lower Shabelle,Wanla Weyn,2.691,2024-01-01,cdi
Bay,Baydhaba,2.897,2024-01-01,cdi
Bay,Buur Hakaba,2.687,2024-01-01,cdi
Bay,Diinsoor,2.814,2024-01-01,cdi
Bay,Qansax Dheere,3.211,2024-01-01,cdi
Bakool,Xudur,2.845,2024-01-01,cdi
Bakool,Ceel Barde,2.795,2024-01-01,cdi
Bakool,Tayeeglow,2.702,2024-01-01,cdi
Bakool,Waajid,3.164,2024-01-01,cdi
Bakool,Rab Dhuure,3.34,2024-01-01,cdi
Lower Shabelle,Marka,3.011,2024-02-01,cdi
Lower Shabelle,Afgooye,2.556,2024-02-01,cdi
Lower Shabelle,Baraawe,2.662,2024-02-01,cdi
Lower Shabelle,Kurtunwaarey,2.804,2024-02-01,cdi
Lower Shabelle,Qoryooley,2.782,2024-02-01,cdi
Lower Shabelle,Sablaale,2.374,2024-02-01,cdi
Lower Shabelle,Wanla Weyn,2.544,2024-02-01,cdi
Bay,Baydhaba,2.974,2024-02-01,cdi
Bay,Buur Hakaba,2.697,2024-02-01,cdi
Bay,Diinsoor,2.802,2024-02-01,cdi
Bay,Qansax Dheere,3.357,2024-02-01,cdi
Bakool,Xudur,3.006,2024-02-01,cdi
Bakool,Ceel Barde,2.995,2024-02-01,cdi
Bakool,Tayeeglow,2.815,2024-02-01,cdi
Bakool,Waajid,3.341,2024-02-01,cdi
Bakool,Rab Dhuure,3.686,2024-02-01,cdi
Lower Shabelle,Marka,3.11,2024-03-01,cdi
Lower Shabelle,Afgooye,2.458,2024-03-01,cdi
Lower Shabelle,Baraawe,2.863,2024-03-01,cdi
Lower Shabelle,Kurtunwaarey,2.761,2024-03-01,cdi
Lower Shabelle,Qoryooley,2.776,2024-03-01,cdi
Lower Shabelle,Sablaale,2.442,2024-03-01,cdi
Lower Shabelle,Wanla Weyn,2.516,2024-03-01,cdi
Bay,Baydhaba,2.652,2024-03-01,cdi
Bay,Buur Hakaba,2.499,2024-03-01,cdi
Bay,Diinsoor,2.478,2024-03-01,cdi
Bay,Qansax Dheere,2.917,2024-03-01,cdi
Bakool,Xudur,2.834,2024-03-01,cdi
Bakool,Ceel Barde,2.675,2024-03-01,cdi
Bakool,Tayeeglow,2.631,2024-03-01,cdi
Bakool,Waajid,2.916,2024-03-01,cdi
Bakool,Rab Dhuure,4.053,2024-03-01,cdi
Lower Shabelle,Marka,2.497,2024-04-01,cdi
Lower Shabelle,Afgooye,2.07,2024-04-01,cdi
Lower Shabelle,Baraawe,2.331,2024-04-01,cdi
Lower Shabelle,Kurtunwaarey,1.997,2024-04-01,cdi
Lower Shabelle,Qoryooley,2.024,2024-04-01,cdi
Lower Shabelle,Sablaale,2.072,2024-04-01,cdi
Lower Shabelle,Wanla Weyn,1.979,2024-04-01,cdi
Bay,Baydhaba,2.174,2024-04-01,cdi
Bay,Buur Hakaba,1.995,2024-04-01,cdi
Bay,Diinsoor,2.131,2024-04-01,cdi
Bay,Qansax Dheere,2.317,2024-04-01,cdi
Bakool,Xudur,2.241,2024-04-01,cdi
Bakool,Ceel Barde,2.259,2024-04-01,cdi
Bakool,Tayeeglow,2.294,2024-04-01,cdi
Bakool,Waajid,2.131,2024-04-01,cdi
Bakool,Rab Dhuure,3.02,2024-04-01,cdi
Lower Shabelle,Marka,1.479,2024-05-01,cdi
Lower Shabelle,Afgooye,1.398,2024-05-01,cdi
Lower Shabelle,Baraawe,1.547,2024-05-01,cdi
Lower Shabelle,Kurtunwaarey,1.293,2024-05-01,cdi
Lower Shabelle,Qoryooley,1.381,2024-05-01,cdi
Lower Shabelle,Sablaale,1.419,2024-05-01,cdi
Lower Shabelle,Wanla Weyn,1.469,2024-05-01,cdi
Bay,Baydhaba,1.58,2024-05-01,cdi
Bay,Buur Hakaba,1.415,2024-05-01,cdi
Bay,Diinsoor,1.338,2024-05-01,cdi
Bay,Qansax Dheere,1.595,2024-05-01,cdi
Bakool,Xudur,1.82,2024-05-01,cdi
Bakool,Ceel Barde,1.637,2024-05-01,cdi
Bakool,Tayeeglow,1.742,2024-05-01,cdi
Bakool,Waajid,1.668,2024-05-01,cdi
Bakool,Rab Dhuure,2.571,2024-05-01,cdi
Lower Shabelle,Marka,1.373,2024-06-01,cdi
Lower Shabelle,Afgooye,1.259,2024-06-01,cdi
Lower Shabelle,Baraawe,1.401,2024-06-01,cdi
Lower Shabelle,Kurtunwaarey,1.197,2024-06-01,cdi
Lower Shabelle,Qoryooley,1.306,2024-06-01,cdi
Lower Shabelle,Sablaale,1.321,2024-06-01,cdi
Lower Shabelle,Wanla Weyn,1.329,2024-06-01,cdi
Bay,Baydhaba,1.512,2024-06-01,cdi
Bay,Buur Hakaba,1.309,2024-06-01,cdi
Bay,Diinsoor,1.293,2024-06-01,cdi
Bay,Qansax Dheere,1.501,2024-06-01,cdi
Bakool,Xudur,1.682,2024-06-01,cdi
Bakool,Ceel Barde,1.593,2024-06-01,cdi
Bakool,Tayeeglow,1.701,2024-06-01,cdi
Bakool,Waajid,1.582,2024-06-01,cdi
Bakool,Rab Dhuure,1.78,2024-06-01,cdi
Lower Shabelle,Marka,0.961,2024-07-01,cdi
Lower Shabelle,Afgooye,1.222,2024-07-01,cdi
Lower Shabelle,Baraawe,1.058,2024-07-01,cdi
Lower Shabelle,Kurtunwaarey,0.971,2024-07-01,cdi
Lower Shabelle,Qoryooley,1.114,2024-07-01,cdi
Lower Shabelle,Sablaale,1.041,2024-07-01,cdi
Lower Shabelle,Wanla Weyn,1.489,2024-07-01,cdi
Bay,Baydhaba,1.694,2024-07-01,cdi
Bay,Buur Hakaba,1.381,2024-07-01,cdi
Bay,Diinsoor,1.312,2024-07-01,cdi
Bay,Qansax Dheere,1.49,2024-07-01,cdi
Bakool,Xudur,2.022,2024-07-01,cdi
Bakool,Ceel Barde,2.063,2024-07-01,cdi
Bakool,Tayeeglow,1.984,2024-07-01,cdi
Bakool,Waajid,1.779,2024-07-01,cdi
Bakool,Rab Dhuure,1.918,2024-07-01,cdi
Lower Shabelle,Marka,0.961,2024-08-01,cdi
Lower Shabelle,Afgooye,1.222,2024-08-01,cdi
Lower Shabelle,Baraawe,1.058,2024-08-01,cdi
Lower Shabelle,Kurtunwaarey,0.971,2024-08-01,cdi
Lower Shabelle,Qoryooley,1.114,2024-08-01,cdi
Lower Shabelle,Sablaale,1.041,2024-08-01,cdi
Lower Shabelle,Wanla Weyn,1.489,2024-08-01,cdi
Bay,Baydhaba,1.694,2024-08-01,cdi
Bay,Buur Hakaba,1.381,2024-08-01,cdi
Bay,Diinsoor,1.312,2024-08-01,cdi
Bay,Qansax Dheere,1.49,2024-08-01,cdi
Bakool,Xudur,2.022,2024-08-01,cdi
Bakool,Ceel Barde,2.063,2024-08-01,cdi
Bakool,Tayeeglow,1.984,2024-08-01,cdi
Bakool,Waajid,1.779,2024-08-01,cdi
Bakool,Rab Dhuure,1.918,2024-08-01,cdi
